name,street_address,city,state,zipcode,source,num_of_children,website
Raines Hospitality,1943 Hoffmeyer Rd,Florence,SC,29501,https://www.hospitalityonline.com/raines-hospitality/locations,8,raineshospitality.com
Cicero Hospitality Group,"38500 Woodward Avenue, Suite 300",Bloomfield,MI,48304,https://www.hospitalityonline.com/cicero-hospitality/locations,4,www.cicerohg.com
HMG Hospitality,11590 W. Bernardo Court,San Diego,CA,92127,https://www.hospitalityonline.com/hmg/locations,10,www.hmghospitality.com
Silver Diner Inc.,12276 Rockville Pike,Rockville,MD,20852,https://www.hospitalityonline.com/silver-diner/locations,15,silverdiner.com
Harwood Hospitality,2501 N. Harwood Street,Dallas,TX,75201,https://www.hospitalityonline.com/harwood-hospitality/locations,7,www.harwooddistrict.com
The Woodlands Resort,2301 North Millbend Drive,The Woodlands,TX,77380,https://www.hospitalityonline.com/woodlands-resort-conference/locations,1,www.woodlandsresort.com
H.J. Russell & Company,504 Fair Street SW,Atlanta,GA,30313,https://www.hospitalityonline.com/employers/233022/locations,2,www.hjrussell.com
Genesis HealthCare,101 East State Street,Kennett Square,PA,19384,https://www.hospitalityonline.com/employers/229940/locations,3,www.genesishcc.com
"KMD Hospitality Management, LLC",215 Ramada Road,Somerset,PA,15672,https://www.hospitalityonline.com/kmd-hospitality/locations,4,www.kmdmgmt.net
Fusion Hotels,2340 Westbelt Drive,Columbus,OH,43228,https://www.hospitalityonline.com/employers/231935/locations,5,Fusionhotelsus.com
Big Bear Mountain Resort,880 Summit Blvd.,Big Bear Lake,CA,92315,https://www.hospitalityonline.com/big-bear-mountain/locations,1,www.bigbearmountainresort.com
Sea Island,PO Box 31027,Sea Island,GA,31561,https://www.hospitalityonline.com/employers/234882/locations,5,seaisland.com
Chase Hotel Group,7820 Perry Highway,Erie,PA,16509,https://www.hospitalityonline.com/chase-hotel-group/locations,7,www.chasehotelgroup.com
Wolff Urban Development,11828 La Grange Avenue,Los Angeles,CA,90025,https://www.hospitalityonline.com/wolff-urban-development/locations,1,www.wolffurban.com
Elite Hotel Management Group,211 Homer Road,Commerce,GA,30529,https://www.hospitalityonline.com/elite-hotel-management-group/locations,12,
Harmony Hospitality,"1300 Diamond Springs Road, Suite 204",Virginia Beach,VA,23455,https://www.hospitalityonline.com/harmony-investments/locations,11,www.harmonyhospitality.com
GAP Hotels,PO Box 868,Carencro,LA,70520,https://www.hospitalityonline.com/gap-hotels/locations,5,www.gaphotels.net
Elevation Hotel Management,5772 N. Mesa Street,El Paso,TX,79912,https://www.hospitalityonline.com/elevation/locations,4,elevationhm.com
Rock Hospitality,633 North Bell School Road,Rockford,IL,61107,https://www.hospitalityonline.com/rock-hospitality/locations,5,rockhospitality.com
Orlando Suites Hotels & Resorts,7400 Canada Avenue,Orlando,FL,32819,https://www.hospitalityonline.com/employers/214339/locations,2,www.orlandosuites.com
Lasco Enterprises,4543 Post Oak Place Drive #120,Houston,TX,77027,https://www.hospitalityonline.com/employers/235331/locations,2,www.lascoenterprises.com
Younes Hospitality,PO Box 1925,Kearney,NE,68848,https://www.hospitalityonline.com/younes/locations,10,www.younes.com
H&W Management,"300 West Vine Street, Suite 806",Lexington,KY,40507,https://www.hospitalityonline.com/hwhotels/locations,12,hwhotels.com
LAP Group,2434 Gum Road,Chesapeake,VA,23321,https://www.hospitalityonline.com/lap-group/locations,8,lapgroups.com
Excel Hospitality Inc.,5817 Signal Ave NE,Albuquerque,NM,87113,https://www.hospitalityonline.com/ehi-hotels/locations,2,ehihotels.com
Burger Lounge,1917 India Street,San Diego,CA,91941,https://www.hospitalityonline.com/burger-lounge/locations,1,www.burgerlounge.com
Boutique Hospitality,,Miami Beach,FL,,https://www.hospitalityonline.com/boutique-hospitality/locations,6,www.boutique-hospitality.com
Arnold Palmer Golf Management,6751 Forum Dr,Orlando,FL,32821-8089,https://www.hospitalityonline.com/employers/202818/locations,16,www.palmergolf.com
Heritage Hospitality Management,2815 N Augusta St,Staunton,VA,24401,https://www.hospitalityonline.com/heritage-hospitality/locations,7,heritagehospitalitymanagement.com
Elegant Hotels,3230 West Commercial Blvd,Fort Lauderdale,FL,33309,https://www.hospitalityonline.com/elegant-hotels/locations,2,eleganthotels.com
Billy Casper Golf Management,8221 Old Courthouse Rd.,Vienna,VA,22182,https://www.hospitalityonline.com/employers/209987/locations,1,www.billycaspergolf.com
808 Berry Apartments,808 Berry St.,Saint Paul,MN,55114,https://www.hospitalityonline.com/dominium/locations,2,recruiting2.ultipro.com
Gemstar Hotels,,Auburn,IN,46706,https://www.hospitalityonline.com/gemstar-hospitality/locations,3,
Palisades Hospitality Group,835 Fifth Avenue,San Rafael,CA,94901,https://www.hospitalityonline.com/palisades-hospitality-group/locations,34,www.palisadeshospitality.com
New Vision Hotels,7130 Commerce Center Drive,Colorado Springs,CO,80919,https://www.hospitalityonline.com/employers/236662/locations,5,www.newvisionhotels.info
"Capri Hospitality Management, LLC",6867 North Oracle Road,Tucson,AZ,85704,https://www.hospitalityonline.com/capri-hospitality-management/locations,7,www.caprihm.com
Newport Hotel Group,28 Jacome Way,Middletown,RI,02842,https://www.hospitalityonline.com/newport-hotel-group/locations,10,www.newporthotelgroup.com
"Three Oaks Hospitality, Inc.","20423 S.R. 7, Suite F6-258",Boca Raton,FL,33498,https://www.hospitalityonline.com/three-oaks/locations,1,www.threeoakshospitality.com
AALTO Ltd.,8330 West Amarillo Blvd.,Amarillo,TX,79124,https://www.hospitalityonline.com/employers/233029/locations,1,
Cobalt,3500 Ocean Drive,Vero Beach,FL,32963,https://www.hospitalityonline.com/cobalt/locations,1,www.cobaltrestaurant.com
"Palmer Gosnell Hospitality, LLC",8130 Boone Blvd,Vienna,VA,22182,https://www.hospitalityonline.com/palmer-gosnell/locations,6,www.palmergosnellhospitality.com
"Landcom Hospitality Management, Inc",4314 Pablo Oaks Court,Jacksonville,FL,32224,https://www.hospitalityonline.com/lhm-hotels/locations,1,
Urbana Holdings,3350 Riverwood Parkway,Atlanta,GA,30339,https://www.hospitalityonline.com/urbana-holdings/locations,2,www.urbanaholdings.com
Marcus Hotels & Resorts,100 E. Wisconsin Avenue,Milwaukee,WI,53202,https://www.hospitalityonline.com/marcus-hotels-resorts/locations,19,www.marcushotels.com
Provident Resorts,107 Hampton Road Suite 100,Clearwater,FL,33759,https://www.hospitalityonline.com/provident-resorts/locations,1,www.providentresorts.com
"Staypineapple, An Iconic Hotel, The Loop Chicago",1 West Washington,Chicago,IL,60602,https://www.hospitalityonline.com/staypineapple-chicago/locations,1,www.staypineapple.com
Penfield's Business Center,The Westin Boston Waterfront,Boston,MA,02210,https://www.hospitalityonline.com/penfield-s-office/locations,1,penfields.com
Travaasa Experiential Resorts,1050 Seventeenth St,Denver,CO,80265,https://www.hospitalityonline.com/employers/237205/locations,1,www.travaasa.com
Fillmore Hospitality,1900 Pacific Ave,Dallas,TX,75201,https://www.hospitalityonline.com/fillmore/locations,6,fillmorehospitality.com
RudraH Hospitality,707 South Washington Avenue,North Attleboro,MA,02760,https://www.hospitalityonline.com/rudrah-hospitality/locations,3,rudrahhospitality.com
"1859 Historic Hotels, Ltd.",P.O. Box 59,Galveston,TX,77553,https://www.hospitalityonline.com/1859-historic-hotels/locations,11,www.1859historichotels.com
Toole Lodging Group,461 Pittsfield Rd,Lenox,MA,01240,https://www.hospitalityonline.com/toole-lodging-group/locations,4,www.berkshireinns.com
Furnished Quarters - New York,158 West 27th Street,New York,NY,10001,https://www.hospitalityonline.com/furnished-quarters/locations,3,www.furnishedquarters.com
Paramount Hospitality Management,12562 International Drive South,Orlando,FL,32821,https://www.hospitalityonline.com/paramount-hospitality/locations,5,www.paramounthospitality.com
"Pride Management, Inc.","3745 IH 10 South, Suite 201",Beaumont,TX,77705,https://www.hospitalityonline.com/pride-management/locations,18,www.pmihotels.net
Focus Hospitality Management,2850 East Skyline Drive,Tucson,AZ,85718,https://www.hospitalityonline.com/focushospitality/locations,7,focushospitalitymanagement.com
Navika,100 Jericho Quadrangle,Jericho,NY,11753,https://www.hospitalityonline.com/navika/locations,1,www.Navikacapital.com
Coastal Hospitality,3612 Atlantic Avenue,Virginia Beach,VA,23451,https://www.hospitalityonline.com/coastal/locations,7,coastalhospitalityhotels.com
Southwest Hospitality Management,6630 East Baseline Road,Mesa,AZ,85206,https://www.hospitalityonline.com/southwest-hospitality/locations,6,www.swhm.com
"Fuhs Properties, Inc.",PO Box 467,Dale,IN,47523,https://www.hospitalityonline.com/employers/200062/locations,1,
Menin Hospitality,1801 Collins Avenue,Miami Beach,FL,33139,https://www.hospitalityonline.com/menin-hotels/locations,7,meninhospitality.com
Summerside Properties LLC,255 Munson Avenue (US 31),Traverse City,MI,49686,https://www.hospitalityonline.com/summerside-properties/locations,1,www.traversecitylodging.com
Hyatt House Jersey City,One Exchange Place,Jersey City,NJ,07302,https://www.hospitalityonline.com/hyatt-house-jersey-city/locations,1,jerseycity.house.hyatt.com
GHM Properties,25 Glen Oaks Court,Old Bridge,NJ,08857,https://www.hospitalityonline.com/ghm-properties/locations,1,www.ghmproperties.com
"Park Pineway Professionals, Inc.",581 W Deuce Of Clubs,Show Low,AZ,85902,https://www.hospitalityonline.com/employers/205230/locations,2,
"Pyramid Advisors, LLC",,Phoenix,AZ,85008,https://www.hospitalityonline.com/employers/274565/locations,1,
Indus Hospitality Group,950 Panorama Trail South,Rochester,NY,14625,https://www.hospitalityonline.com/indus-hospitality/locations,14,indushg.com
"Specialty Search International, Inc.",1400 Village Square Blvd.,Tallahassee,FL,32312,https://www.hospitalityonline.com/specialty-search-international/locations,4,www.ssirecruiting.com
Events DC,,Washington,DC,,https://www.hospitalityonline.com/events-dc/locations,6,eventsdc.com
SMG Hotels,4 Tower Center Blvd,East Brunswick,NJ,08816-1143,https://www.hospitalityonline.com/smg-hotels/locations,11,www.smghotels.com
Landmark Hotel Group LLC,249 Central Park Ave,Virginia Beach,VA,23462,https://www.hospitalityonline.com/landmark-hotel-group/locations,11,www.landmarkhotelgroup.com
Double Diamond Companies,5495 Beltline Rd.,Dallas,TX,75254,https://www.hospitalityonline.com/double-diamond/locations,5,www.ddresorts.com
Sprinkles Cupcakes,9635 S. Santa Monica Blvd.,Beverly Hills,CA,90210,https://www.hospitalityonline.com/sprinkles/locations,13,www.sprinkles.com
The Cordish Companies,"601 East Pratt Street, 6th Floor",Baltimore,MD,21202,https://www.hospitalityonline.com/cordish/locations,3,cordish.com
Homewood Suites by Hilton Houston - Northwest/Cy-Fair,13110 Wortham Center Drive,Houston,TX,77065,https://www.hospitalityonline.com/homewood-houston-nw/locations,1,homewoodsuites3.hilton.com
"Maloney Properties, Inc.",27 Mica Lane,Wellesley,MA,02481,https://www.hospitalityonline.com/maloney/locations,3,www.maloneyproperties.com
First Bristol Corporation,10 NORTH MAIN STREET P.O. BOX 2516,Fall River,MA,02722,https://www.hospitalityonline.com/first-bristol-corporation/locations,4,www.firstbristol.com
Savannah Lodging,201 East Bay St.,Savannah,GA,31401,https://www.hospitalityonline.com/savannah-lodging/locations,3,www.savannahlodging.com
"Sandestin Investments, LLC",9300 Emerald Coast Parkway West,Miramar Beach,FL,32550,https://www.hospitalityonline.com/sandestin-investments/locations,2,www.sandestin.com
Southern Management Companies,1950 Old Gallows Road,Vienna,VA,22182,https://www.hospitalityonline.com/southern-management-companies/locations,4,www.southernmanagement.com
TNB Hotels,700 North Cole Road,Boise,ID,83704,https://www.hospitalityonline.com/tnb-hotels/locations,4,www.tnbhotels.com
Monogram Hospitality,10807 Falls Road #90,Brooklandville,MD,21022,https://www.hospitalityonline.com/monogram-hospitality/locations,7,monogram.cc
Shield Hotels,844 North King Street,Northampton,MA,01060,https://www.hospitalityonline.com/shield-hotels/locations,5,www.shieldhotels.com
Goodmanagement,603 Pilot House Drive,Newport News,VA,23606,https://www.hospitalityonline.com/employers/211621/locations,5,www.goodmanagement.com
WS Management,9175 West Stockton Boulevard,Elk Grove,CA,95758,https://www.hospitalityonline.com/wsmanagement/locations,5,www.wsmanagementinc.com
Navy Exchange Service Command (NEXCOM),3280 Virginia Beach Blvd.,Virginia Beach,VA,23452,https://www.hospitalityonline.com/employers/224012/locations,5,www.mynavyexchange.com
"Horizon Hospitality, LLC","375 Southpointe Boulevard, Suite 440",Canonsburg,PA,15317,https://www.hospitalityonline.com/horizon-hospitality-llc/locations,7,horizonhospitalityllc.com
Holiday Inn Canton (Belden Village),4520 Everhard Road NW,Canton,OH,44718,https://www.hospitalityonline.com/holiday-canton-belden/locations,1,www.ihg.com
Dl Hotel Partners LLC,921 1st St North # 202,Saint Cloud,MN,56303,https://www.hospitalityonline.com/employers/269901/locations,1,
Paramount Hotel Group,710 Rt. 46 E. Ste 206,Fairfield,NJ,07004,https://www.hospitalityonline.com/paramount-hotel-group/locations,11,www.paramounthotelgroup.com
The Finch Group,6111 Broken Sound Pkwy NW,Boca Raton,FL,33487,https://www.hospitalityonline.com/the-finch-group/locations,2,www.thefinchgroup.com
Hospitality Builders of America,,Memphis,TN,,https://www.hospitalityonline.com/hospitality-builders-of-america/locations,4,
Sprague Company Hotel Developers,430 2nd St,Columbus,IN,47201,https://www.hospitalityonline.com/sprague/locations,5,www.spraguehotels.com
Delco Development LLC,200 Campbell Dr,Willingboro,NJ,08046,https://www.hospitalityonline.com/delco-development-llc/locations,5,delcodevelopment.com
Silver Hotel Group,5830 Campus Road,Mississauga,ON,L4V 1G2,https://www.hospitalityonline.com/silver-hotel-group/locations,20,www.silverhotelgroup.com
Enchantment Group,14635 N. Kierland Blvd,Scottsdale,AZ,85254,https://www.hospitalityonline.com/enchantment-group/locations,4,www.enchantmentgroup.com
Hotel Investment Services,"3150 Livernois, Suite 260",Troy,MI,48083,https://www.hospitalityonline.com/his-corp/locations,12,www.his-corp.com
Lexington Hotel Management,"9078 Union Centre Drive, Suite 350",West Chester,OH,45069,https://www.hospitalityonline.com/lexington/locations,8,www.lexmc.com
"Hamco, Inc.","300 Village Green, Suite 200",Lincolnshire,IL,60069,https://www.hospitalityonline.com/employers/203592/locations,1,www.eggharborcafe.com
BPR Hotels,591 Lytton Avenue,Palo Alto,CA,94301,https://www.hospitalityonline.com/bpr/locations,11,www.bprproperties.com
Inland Pacific Companies,11705 Airport Way,Broomfield,CO,80021,https://www.hospitalityonline.com/inland-pacific/locations,6,www.ipcompanies.com
"American Resort Management, LLC / ARM Hospitality, LLC","2950 West 12th Street, Suite 50",Erie,PA,16505,https://www.hospitalityonline.com/american-resort-management/locations,9,americanresortmanagement.com
Roberto's Mexican Food,561 Saxony Place,Encinitas,CA,92024,https://www.hospitalityonline.com/robertos/locations,6,www.robertos.us
Cree Development Corporation,PO Box 70,Marion,IL,62959,https://www.hospitalityonline.com/employers/200785/locations,7,
ABC Investment & Management Company,PO Box 1919,Huntersville,NC,28070,https://www.hospitalityonline.com/abc-inns/locations,8,abcinns.com
Hilton Garden Inn Iowa City,328 S Clinton Street,Iowa City,IA,52240,https://www.hospitalityonline.com/hgi-iowa-city/locations,1,hiltongardeninn3.hilton.com
I Square Management,"1 Information Way, Suite 200",Little Rock,AR,72202,https://www.hospitalityonline.com/isquare-management/locations,8,isquarecap.com
Hotel INNvestment Group,25 Mauchly,Irvine,CA,92618,https://www.hospitalityonline.com/innvestment/locations,1,www.innvestment.net
Novus Odenton,315 Nevada Avenue,Odenton,MD,21113,https://www.hospitalityonline.com/novus-odenton/locations,3,novusodenton.com
Moody National,6363 Woodway,Houston,TX,77057,https://www.hospitalityonline.com/moody-national/locations,14,moodynational.com
Inn Serve Corporation,512 - 22nd Avenue - Suite 511,Meridian,MS,39302,https://www.hospitalityonline.com/employers/216174/locations,5,www.inn-serve.com
The Walt Disney Company,500 S Buena Vista St,Burbank,CA,91521,https://www.hospitalityonline.com/walt-disney-company/locations,5,corporate.disney.go.com
Coach America,8150 N. Central Expressway,Dallas,TX,75165,https://www.hospitalityonline.com/employers/227043/locations,3,CoachAmerica.com
The Peninsula Hotels,"8/F, St. George's Building",Central,,,https://www.hospitalityonline.com/the-peninsula-corporate-office/locations,4,www.peninsula.com
