name,city,state,source,num_of_children,website
Hospital Housekeeping Systems,Austin,TX,https://www.hospitalityonline.com/hospital-housekeeping-systems/locations,2,www.hhs1.com
Five Points Hospitality Inc,Fayetteville,NC,https://www.hospitalityonline.com/five-points-hospitality/locations,3,5pointsnc.com
C&L Hospitality,Louisville,KY,https://www.hospitalityonline.com/employers/234066/locations,2,www.clhospitality.com
Compass Group North America,Charlotte,NC,https://www.hospitalityonline.com/compass-group/locations,10,www.compassgroupcareers.com
Sea Island Resort,Sea Island,GA,https://www.hospitalityonline.com/sea-island-company/locations,4,www.seaisland.com
Saunders Hotel Group,Boston,MA,https://www.hospitalityonline.com/saunders-hotel-group/locations,4,www.saundershotelgroup.net
General Hotels Corporation,Indianapolis,IN,https://www.hospitalityonline.com/general-hotels-corporation/locations,31,www.genhotels.com
"Decade Properties, Inc.",Brookfield,WI,https://www.hospitalityonline.com/employers/243822/locations,4,www.decadeproperties.com
Dhillon Hotels Incorporated,Dublin,CA,https://www.hospitalityonline.com/dhillon-hotels/locations,4,www.dhillonco.com
Lutheran Life Communities,Arlington Heights,IL,https://www.hospitalityonline.com/lutheran-life-communities/locations,6,www.lutheranlifecommunities.org
Lotus Hotels and Investments,Walnut Creek,CA,https://www.hospitalityonline.com/lotus-hotels/locations,2,www.lotushotels.com
Savoy Hospitality,Orlando,FL,https://www.hospitalityonline.com/employers/266674/locations,1,
HMV Hotels Group,Savannah,GA,https://www.hospitalityonline.com/employers/254446/locations,1,
"Pinnacle Hospitality Group, Inc.",Avon,CT,https://www.hospitalityonline.com/employers/204063/locations,1,www.pinnacle-inns.com
Ashton Gardens Buford,Buford,GA,https://www.hospitalityonline.com/ashton-gardens-buford/locations,1,www.ashtongardens.com
Pennbridge Lodging,Eagle,ID,https://www.hospitalityonline.com/pennbridge-lodging/locations,8,www.pennbridge.com
Opal Hotels Group,Raleigh,NC,https://www.hospitalityonline.com/opal-hotels-group/locations,6,www.opalhotelsgroup.com
"Panade II, Ltd.",Irving,TX,https://www.hospitalityonline.com/employers/214879/locations,1,
Riley Hotel Group,Medina,OH,https://www.hospitalityonline.com/riley-hotel-group/locations,14,www.rileyhotelgroup.com
B Hotels and Resorts,Weston,FL,https://www.hospitalityonline.com/b-hotels-and-resorts/locations,1,www.bhotelsandresorts.com
Ace Parking,San Diego,CA,https://www.hospitalityonline.com/ace-parking/locations,1,www.aceparking.com
Madison Square Garden,New York,NY,https://www.hospitalityonline.com/employers/227315/locations,2,www.thegarden.com
Desai Hotel Group,Jackson,MS,https://www.hospitalityonline.com/desai-hotel-group/locations,9,www.desaihotelgroup.com
BayStar Hotel Group LLC,Tampa,FL,https://www.hospitalityonline.com/baystar-hotel-group/locations,1,www.baystarhotels.com
MRN Ltd.,Cleveland,OH,https://www.hospitalityonline.com/mrn-ltd/locations,3,
American Cruise Lines,Guilford,CT,https://www.hospitalityonline.com/american-cruise-lines/locations,1,www.aclcareers.com
Huttopia North America,Sanford,ME,https://www.hospitalityonline.com/huttopia-north-america/locations,4,canada-usa.huttopia.com
Alboran Hotel & Hospitality,Bordeaux,,https://www.hospitalityonline.com/alboran-hotel-hospitality/locations,1,www.alboran.fr
Rosdev Hotels,Montreal,QC,https://www.hospitalityonline.com/rosdev-hotels/locations,7,www.rosdevhotels.com
HotelSouth Management LLC,Baton Rouge,LA,https://www.hospitalityonline.com/hotelsouth/locations,2,www.hotelsouthmanagement.com
Sejwad Hospitality,Columbia,SC,https://www.hospitalityonline.com/sejwad-hospitality/locations,3,www.sejwadhospitality.com
Diageo plc,London,,https://www.hospitalityonline.com/diageo-plc/locations,6,www.diageo.com
Phoenix Hospitality Group,Boerne,TX,https://www.hospitalityonline.com/phoenix-hospitality-group/locations,7,phoenixhospitalitygroup.com
Sixty Hotels,New York,NY,https://www.hospitalityonline.com/sixty-hotels/locations,5,www.sixtyhotels.com
Chandler Hotel Group,Scottsdale,AZ,https://www.hospitalityonline.com/chandler-hotel-group/locations,1,www.chandlerhotelgroup.com
Hollander Hospitality,Bellingham,WA,https://www.hospitalityonline.com/hollander-investments-inc/locations,7,www.hollanderhospitality.com
Jiten Hotel Management,Brockton,MA,https://www.hospitalityonline.com/jiten-hotel-management/locations,5,www.jitenhotels.com
Magnolia Lodging,Lewisville,TX,https://www.hospitalityonline.com/magnolia-lodging/locations,8,www.magnolialodging.com
Globiwest Hospitality,Artesia,CA,https://www.hospitalityonline.com/globiwest/locations,16,www.globiwest.com
LinGate Hospitality,Owensboro,KY,https://www.hospitalityonline.com/lingate-hospitality/locations,17,www.lingatehospitality.com
Sunstream Hospitality,Fort Myers Beach,FL,https://www.hospitalityonline.com/employers/237029/locations,7,sunstreamhospitality.com
Penn State Hospitality Services,State College,PA,https://www.hospitalityonline.com/employers/205794/locations,2,pshs.psu.edu
Mario Tricoci Hair Salons and Spas,Palatine,IL,https://www.hospitalityonline.com/mario-tricoci-salons/locations,1,www.tricoci.com
"NorthPointe Hospitality Management, LLC",Buford,GA,https://www.hospitalityonline.com/northpointe-hospitality/locations,9,northph.com
"LesConcierges, Inc.",San Francisco,CA,https://www.hospitalityonline.com/lesconcierges-inc/locations,1,www.lesconcierges.com
Patton Hospitality Management LLC,Asheville,NC,https://www.hospitalityonline.com/patton-hospitality-mgmt/locations,2,www.pattonhospitality.com
"Apple-Metro, Inc.",Harrison,NY,https://www.hospitalityonline.com/apple-metro/locations,5,www.applemetrorestaurants.com
21c Museum Hotels,Louisville,KY,https://www.hospitalityonline.com/21c-museum-hotels/locations,8,www.21cmuseumhotels.com
The Al J. Schneider Company,Louisville,KY,https://www.hospitalityonline.com/al-j-schneider/locations,2,www.aljsco.com
InnVite Hospitality,Columbus,OH,https://www.hospitalityonline.com/innvite/locations,13,www.InnVitehospitality.com
Halekulani Hotel,Honolulu,HI,https://www.hospitalityonline.com/halekulani/locations,1,www.halekulani.com
"Capitol Broadcasting Company, Inc",Raleigh,NC,https://www.hospitalityonline.com/capitol-broadcasting/locations,3,www.capitolbroadcasting.com
Village Green Companies,Farmington Hills,MI,https://www.hospitalityonline.com/employers/213738/locations,1,www.villagegreen.com
Holihil Corporation,Springfield,NJ,https://www.hospitalityonline.com/employers/223588/locations,1,www.ichotelsgroup.com
Royal Hotel Investments,Duluth,GA,https://www.hospitalityonline.com/royal-hotel-investments/locations,3,www.royalhotelinvestments.com
DineEquity,Glendale,CA,https://www.hospitalityonline.com/dineequity/locations,62,www.dineequity.com
Gulfside Resorts,Indian Rocks Beach,FL,https://www.hospitalityonline.com/employers/237565/locations,4,www.gulfsideresorts.com
Accent Inns,Victoria,BC,https://www.hospitalityonline.com/accent-inns/locations,7,www.accentinns.com
Konover Hotel Corporation,West Hartford,CT,https://www.hospitalityonline.com/konover-hotel-corporation/locations,4,KonoverProperties.com
"SJS Hospitality, LCC",Broken Arrow,OK,https://www.hospitalityonline.com/sjs-hospitality/locations,4,sjshospitality.com
Engage Hospitality,Alameda,CA,https://www.hospitalityonline.com/engage-hospitality/locations,10,engagehospitality.com
LN Hospitality Group,Cleveland,OH,https://www.hospitalityonline.com/ln-hospitality/locations,3,
The Seaway Group,Coral Gables,FL,https://www.hospitalityonline.com/seaway-group-hotels/locations,2,www.seawaygroup.com
Solara Hospitality,Columbia,SC,https://www.hospitalityonline.com/employers/269926/locations,1,
Sandcastle Resorts,Memphis,TN,https://www.hospitalityonline.com/sandcastle-resorts/locations,1,www.sandcastlehotels.com
"MOA Hospitality, Inc.",Des Plaines,IL,https://www.hospitalityonline.com/employers/200353/locations,16,
Hyatt Place Dewey Beach,Dewey Beach,DE,https://www.hospitalityonline.com/hyatt-place-dewey/locations,1,www.hyatt.com
Larkspur Hotels & Restaurants,Larkspur,CA,https://www.hospitalityonline.com/larkspur-hotels-restaurants/locations,1,www.larkspurhotels.com
Lewis Properties,Golden,CO,https://www.hospitalityonline.com/lewis-properties/locations,4,www.lewisproperties.net
"Greens Group, Inc.",Irvine,CA,https://www.hospitalityonline.com/greens-group/locations,10,greens.com
Arizona Grand Resort & Spa,Phoenix,AZ,https://www.hospitalityonline.com/arizona-grand-resort/locations,1,www.arizonagrandresort.com
Pollin Hotels,Portland,OR,https://www.hospitalityonline.com/employers/244661/locations,2,www.pollinhotels.com
NAB Hospitality LLC,Newark,DE,https://www.hospitalityonline.com/nab/locations,2,
"Pride Hospitality, LLC",Germantown,TN,https://www.hospitalityonline.com/pride-hospitality/locations,20,www.pridehospitality.com
Hostelling International USA,Silver Spring,MD,https://www.hospitalityonline.com/hostelling-international-usa/locations,5,www.hiusa.org
Las Vegas Sands Corp.,Las Vegas,NV,https://www.hospitalityonline.com/lv-sands/locations,3,www.lasvegassands.com
"Carter Hospitality Group, LLC",Santa Ana,CA,https://www.hospitalityonline.com/carter-hospitality/locations,5,www.carterhospitality.com
Courtyard by Marriott Fayetteville Fort Bragg/Spring Lake,Spring Lake,NC,https://www.hospitalityonline.com/courtyard-spring-lake/locations,1,www.marriott.com
The Candy Apple Cafe,Jacksonville,FL,https://www.hospitalityonline.com/employers/259513/locations,1,candyapplecafeandcocktails.com
Management Company,North Miami Beach,FL,https://www.hospitalityonline.com/finish-my-condo/locations,1,
Great River Hospitality,Quincy,IL,https://www.hospitalityonline.com/great-river-hospitality/locations,4,
Culinaire International,Dallas,TX,https://www.hospitalityonline.com/culinaire-international/locations,4,www.culinaireintl.com
Omega Hotel Group,Madison,AL,https://www.hospitalityonline.com/omega-hotel-group/locations,12,www.omegahotelgroup.com
Everwood Hospitality Partners,Columbus,IN,https://www.hospitalityonline.com/everwood-hospitality-partners/locations,2,everwoodhp.com
Wilson Hospitality Management Company L.L.C.,Tuscaloosa,AL,https://www.hospitalityonline.com/employers/213731/locations,2,www.hampton-inn.com
Salamander Hotels & Resorts,Middleburg,VA,https://www.hospitalityonline.com/salamanderhotels/locations,6,www.salamanderhotels.com
"Pinnacle Entertainment, Inc.",Las Vegas,NV,https://www.hospitalityonline.com/pinnacle-entertainment/locations,2,www.pnkinc.com
"Quanah Hospitality Partners, LP",Southlake,TX,https://www.hospitalityonline.com/quanah/locations,2,www.quanah.com
AC Hotel Raleigh North Hills,Raleigh,NC,https://www.hospitalityonline.com/ac-raleigh/locations,1,www.marriott.com
Cycas Hospitality,Amsterdam,,https://www.hospitalityonline.com/cycas-hospitality/locations,2,cycashospitality.com
Lodging Opportunity Fund REIT,Fargo,ND,https://www.hospitalityonline.com/employers/257701/locations,1,www.lodgingfund.com
Liv Hospitality,Rapid City,SD,https://www.hospitalityonline.com/liv-hospitality/locations,17,www.livhotelgroup.com
Hobbs Brook Management LLC,Waltham,MA,https://www.hospitalityonline.com/hobbs-brook/locations,2,www.hobbsbrook.com
Tara Investments,Charlotte,NC,https://www.hospitalityonline.com/tara-investments/locations,9,www.tarainvestments.com
Trivedi Hospitality,Des Plaines,IL,https://www.hospitalityonline.com/trivedi-hospitality/locations,6,www.trivedihospitality.com
Stone Heritage Properties,Chicago,IL,https://www.hospitalityonline.com/stone-heritage-properties/locations,5,www.tawanipropertymanagement.com
Gurney's Resorts,Newport,RI,https://www.hospitalityonline.com/gurneys-resorts/locations,4,www.gurneysresorts.com
"Campbell Lodging, Inc.",Anaheim,CA,https://www.hospitalityonline.com/campbell-lodging/locations,1,www.campbelllodginginc.com
Double Helix Wine & Restaurant Group,Las Vegas,NV,https://www.hospitalityonline.com/double-helix-wine/locations,2,www.doublehelixwine.com
TRB Hospitality Group,Beijing,Dongcheng District,https://www.hospitalityonline.com/employers/259472/locations,1,www.trb-cn.com
Soleil Management,Las Vegas,NV,https://www.hospitalityonline.com/soleil-management/locations,12,www.soleilmanagement.com
Sage Restaurant Group,Denver,CO,https://www.hospitalityonline.com/sage-restaurant-group/locations,13,sagerestaurantgroup.com
Great Ohio Lodges,Oregon,OH,https://www.hospitalityonline.com/great-ohio-lodges/locations,3,www.greatohiolodges.com
Founders Management,San Mateo,CA,https://www.hospitalityonline.com/founders-management/locations,6,
Nolan Reynolds International,Coral Gables,FL,https://www.hospitalityonline.com/nolanreynoldsinternational/locations,1,www.nrinternational.com
American House Senior Living,Southfield,MI,https://www.hospitalityonline.com/american-house-senior-living/locations,35,www.americanhouse.com
Cherokee Nation Businesses- Hospitality,Catoosa,OK,https://www.hospitalityonline.com/cherokee-nation-businesses-hospitality/locations,2,cherokeenationbusinesses.com
Oki Golf,Bellevue,WA,https://www.hospitalityonline.com/employers/241937/locations,1,www.okigolf.com
Ellicott Hospitality,Buffalo,NY,https://www.hospitalityonline.com/employers/254693/locations,3,ellicotthospitality.com
Charlestowne Hotels,Mount Pleasant,SC,https://www.hospitalityonline.com/charlestowne-hotels/locations,33,www.charlestownehotels.com
California Pizza Kitchen,Playa Vista,CA,https://www.hospitalityonline.com/cpk/locations,7,www.cpk.com
Modus Hotels,Washington,DC,https://www.hospitalityonline.com/modus-hotels/locations,9,www.modushotels.com
Shoney's,Springfield,MO,https://www.hospitalityonline.com/employers/201073/locations,1,
"Bask Development, Inc.",Elgin,IL,https://www.hospitalityonline.com/bask/locations,1,
MC Management,Rochester,NY,https://www.hospitalityonline.com/mc-management/locations,2,www.mcmanagementrochester.com
JADE Management,Helena,MT,https://www.hospitalityonline.com/jade-management/locations,1,1jade.home.bresnan.net
Interessant Hotels & Resort Management,Orlando,FL,https://www.hospitalityonline.com/interessant/locations,1,ihrmc.com
Great Lakes Management Group,Verona,WI,https://www.hospitalityonline.com/glm-hotels/locations,8,www.glmghotels.com
Medieval Times Dinner & Tournament,Irving,TX,https://www.hospitalityonline.com/medieval-times/locations,1,www.medievaltimes.com
"The Mining Exchange, A Wyndham Grand Hotel",Colorado Springs,CO,https://www.hospitalityonline.com/employers/242077/locations,1,www.miningexchangehotel.com
Mohegan Sun,Uncasville,CT,https://www.hospitalityonline.com/mohegan-sun/locations,1,mohegansun.com
Lamont Companies,Aberdeen,SD,https://www.hospitalityonline.com/lamont-companies/locations,4,www.lamontcompanies.com
Parker Hospitality,Parker,CO,https://www.hospitalityonline.com/parker-hospitality/locations,3,
CB Hotel LLC,Fayetteville,NC,https://www.hospitalityonline.com/employers/269940/locations,1,
Broward Center for the Performing Arts,Fort Lauderdale,FL,https://www.hospitalityonline.com/broward-performing-arts/locations,1,www.browardcenter.org
Heritage Hotel Group,Roseville,CA,https://www.hospitalityonline.com/heritage-hotel-group/locations,34,www.heritagehotelgroup.com
G. K. Management LLC,Elkton,MD,https://www.hospitalityonline.com/gk-management/locations,1,
UCLA,Los Angeles,CA,https://www.hospitalityonline.com/employers/207170/locations,1,
Naxon Hospitality,Visalia,CA,https://www.hospitalityonline.com/naxon-hospitality/locations,2,naxonhospitality.com
JW Marriott Indianapolis,Indianapolis,IN,https://www.hospitalityonline.com/jw-marriott-indianapolis/locations,1,www.marriott.com
Jet Linx,Omaha,NE,https://www.hospitalityonline.com/employers/282204/locations,20,www.jetlinx.com
CoralTree Hospitality,Greenwood Village,CO,https://www.hospitalityonline.com/coraltree/locations,7,www.coraltreehospitality.com
